0.0549448,0.57925
-0.010782,0.219326
-0.405583,-0.534517
-0.909507,0.487278
-0.82164,-0.00622782
-0.696888,-0.561371
-0.580917,-0.77807
-0.445473,-0.449664
0.973687,-0.325472
0.252343,0.508732
-0.518925,0.928949
-0.57296,-0.332304
0.84177,-0.315348
-0.280958,0.464384
-0.908675,-0.046242
-0.722132,0.218495
-0.829542,-0.284442
0.0923438,0.231509
0.96964,-0.311287
-0.789221,-0.0316704
0.859763,-0.402464
-0.758361,0.737664
-0.0546237,-0.705428
-0.298451,-0.246565
0.102754,-0.522242
0.151333,-0.244518
-0.787376,0.0498403
-0.253556,-0.923037
-0.291073,-0.875489
-0.271333,0.598158
0.820758,-0.404629
-0.72829,-0.0470029
-0.0861411,-0.787327
0.834,-0.27973
-0.298004,0.652225
-0.207306,0.576086
-0.52031,0.365049
0.887088,-0.437215
-0.233985,0.443815
-0.114987,0.829907
-0.0907495,0.584384
-0.415242,-0.370205
0.215306,-0.33479
-0.465058,-0.176776
-0.484213,0.820332
-0.495941,-0.143557
-0.117948,0.757905
-0.997264,-0.0693635
0.875704,-0.308674
0.233224,0.632848
-0.427969,-0.408058
0.76794,-0.3653
-0.163539,-0.918995
0.0267209,0.632741
-0.227457,-0.63215
0.292092,0.353576
0.0379895,0.38653
-0.72875,0.672802
0.137776,0.145528
-0.273138,0.2803
-0.354709,-0.0134143
-0.423656,0.622789
0.851645,0.315614
0.011549,-0.808237
-0.274277,0.233794
-0.00168734,-0.499037
0.04852,-0.178739
-0.850103,0.396844
-0.322046,-0.436977
-0.643476,-0.766332
0.143717,0.211892
-0.663549,-0.354392
0.0561573,0.498568
0.375196,-0.215054
-0.526112,0.848095
0.020561,0.853299
-0.694092,0.781481
0.00313386,0.459662
-0.318885,0.898858
-0.857015,0.494644
-0.845167,-0.4591
-0.227634,0.91764
-0.267174,0.478111
-0.0275304,0.281634
0.0319356,-0.612342
0.108077,-0.671876
0.957202,0.396392
-0.168065,0.134424
-0.186607,-0.70455
0.27836,0.131815
0.272267,-0.145186
0.975084,-0.368251
-0.24833,-0.476255
-0.21349,-0.875645
-0.962138,0.173043
-0.591071,0.0314754
-0.312555,-0.840847
0.104369,0.523547
-0.130747,-0.0825564
-0.450967,0.814132
-0.0257231,-0.605548
-0.3305,0.130573
0.23587,0.0792655
-0.224429,-0.857541
0.930093,0.465054
0.966699,-0.438618
0.0777423,0.703075
0.00900115,0.0109547
-0.898503,-0.445277
0.95325,0.373377
-0.794779,-0.577884
0.164273,-0.746784
-0.0375364,0.259188
-0.470183,0.241663
-0.769695,0.224125
0.135768,0.581454
-0.61621,0.520555
0.101262,-0.128812
0.385273,-0.0360605
-0.293554,-0.30662
-0.423978,-0.575677
0.253991,0.474927
-0.492072,-0.795684
0.957756,-0.323911
0.265519,0.412988
0.278634,-0.341886
0.770996,0.355352
-0.383558,-0.96938
0.888306,-0.248907
0.884173,-0.321461
-0.647669,-0.8616
0.167085,-0.182025
0.829902,0.467081
-0.0467265,0.0958559
-0.694901,0.0759145
-0.628939,0.0328569
-0.741678,0.032703
0.953991,-0.412935
0.216122,0.199665
-0.303844,0.615769
0.0768226,0.334318
-0.344575,-0.0940801
-0.327923,-0.504685
-0.624722,0.289582
0.915848,-0.320061
-0.604293,-0.349232
0.847027,-0.41188
-0.985303,0.0801209
0.334212,0.0439562
-0.832654,0.0724192
0.937197,-0.35061
0.382776,0.0770757
-0.848672,-0.0836808
0.00464585,-0.431094
0.197513,-0.696981
-0.133721,-0.902795
-0.864854,-0.569657
0.785037,0.359687
-0.214692,-0.300459
-0.124529,-0.257943
0.0446445,-0.560616
-0.544074,0.531057
0.948393,-0.321925
-0.277241,0.501202
-0.610469,-0.542171
-0.574712,0.148689
-0.265921,0.652052
-0.607485,-0.618934
0.0370388,-0.692117
-0.387215,-0.139617
-0.125754,0.407018
-0.677329,0.102373
0.910805,0.411319
0.77418,0.3678
-0.548687,-0.611425
-0.814057,-0.648153
-0.55446,0.499092
-0.464726,0.31331
-0.609817,-0.290683
0.951224,0.348383
-0.966886,-0.240726
-0.954876,-0.281215
-0.173363,-0.943322
-0.279921,-0.422093
-0.340031,0.557118
-0.342506,0.919712
0.105855,0.802356
-0.275483,0.440202
0.88935,0.279532
0.762913,0.369346
0.0253849,-0.0110285
-0.179319,0.557434
-0.707981,0.0907333
-0.827791,-0.00947135
-0.0609164,-0.873045
-0.217653,0.293269
0.196317,0.618859
-0.118062,-0.717775
0.954171,0.43456
0.820732,-0.316817
-0.390481,-0.132616
-0.795355,0.099054
-0.124436,0.579545
-0.353272,0.945069
-0.343375,0.533352
0.26284,-0.133253
-0.897574,0.389675
-0.708699,0.497665
-0.748064,0.168315
-0.308628,0.147136
-0.335844,-0.117517
0.972258,-0.36567
-0.32727,0.64628
0.358312,0.301427
0.0049602,-0.879026
0.227682,0.143424
-0.202005,0.294613
-0.510507,-0.616514
0.973207,-0.386278
0.911225,-0.303072
-0.247935,-0.685001
-0.199751,-0.219158
-0.324959,0.650053
-0.190652,0.412904
0.881438,-0.257528
0.775946,-0.374303
0.880042,-0.440722
-0.823487,-0.104931
0.883509,0.323608
-0.754313,0.220553
-0.375899,-0.642112
0.203904,0.0281833
-0.158324,-0.710744
0.865662,-0.43488
0.859076,-0.24347
-0.205372,0.0306816
0.93591,-0.345295
-0.736809,-0.662636
0.936346,0.36474
0.825496,-0.285046
0.0101043,0.326206
0.798346,-0.375745
-0.843243,0.431604
0.029005,-0.0951302
0.790002,-0.298171
-0.410822,-0.0340347
-0.802987,0.558597
0.817239,0.374748
-0.862915,-0.0179515
-0.139834,0.153921
0.933121,-0.360249
0.875855,0.315387
-0.925687,-0.00260319
0.860564,0.422576
0.856317,0.429888
0.842202,-0.309614
-0.886788,0.163059
0.977909,0.326621
0.108168,0.256337
-0.0639672,-0.0568239
-0.461987,-0.0611539
0.150864,-0.364178
0.293438,-0.134708
-0.705943,0.0520521
0.768586,0.356518
-0.562239,0.766592
0.785565,-0.347154
-0.463383,0.19991
-0.31631,-0.290559
0.888165,0.287488
-0.762814,0.584339
-0.30211,-0.54219
-0.033396,0.466955
-0.29711,-0.186566
